id_men,culture_label,production_kg,superficie,taille_menage,age,nbre_heure_travail,lat,lng
3572,Mil,21,0.079999998,6,41,40,16.0282465,-16.4832893
3572,Sorgho,11,0.050000001,6,41,40,16.0282465,-16.4832893
3573,Arachide,100,0.25,4,47,3,11.648761,-11.826706
3574,Riz,500,0.412699997,6,59,45,12.3505299,-16.716631
3575,Sorgho,100,0.5,5,50,14,15.1696104,-13.7289167
3576,Arachide,2500,2.0,14,53,70,14.832474,-17.051067
3576,Mais,480,1.0,14,53,70,14.832474,-17.051067
3576,Mil,744,2.0,14,53,70,14.832474,-17.051067
3577,Arachide,1250,1.014000058,15,66,35,12.9311243,-14.2014466
3577,Mais,750,0.817900002,15,66,35,12.9311243,-14.2014466
3577,Sorgho,520,0.336199999,15,66,35,12.9311243,-14.2014466
3578,Arachide,600,1.5,10,60,35,13.6001563,-15.5811465
3578,Mil,400,1.5,10,60,35,13.6001563,-15.5811465
3579,Arachide,400,1.0,6,51,48,14.066667,-15.1
3579,Mais,300,2.0,6,51,48,14.066667,-15.1
3579,Mil,500,2.0,6,51,48,14.066667,-15.1
3580,Oignon,200,0.300000012,6,48,60,16.510908,-15.584742
3581,Arachide,200,1.0,6,27,29,37.22838429999999,-80.42341669999999
3581,Mil,300,2.0,6,27,29,37.22838429999999,-80.42341669999999
3582,Arachide,600,1.0,9,50,6,12.4715398,-11.9982004
3582,Mais,500,1.0,9,50,6,12.4715398,-11.9982004
3582,Riz,350,1.0,9,50,6,12.4715398,-11.9982004
3583,Arachide,1000,2.0,17,25,46,14.3467,-16.1555
3583,Mil,700,2.0,17,25,46,14.3467,-16.1555
3584,Niebe,300,1.5,6,52,48,12.7538925,-16.2522143
3587,Arachide,750,0.5,14,65,20,12.953219,-16.558695
3587,Riz,800,0.699999988,14,65,20,12.953219,-16.558695
3590,Arachide,1500,4.0,6,52,40,14.67231,-17.20784
3590,Mais,50,1.0,6,52,40,14.67231,-17.20784
3590,Mil,1050,4.0,6,52,40,14.67231,-17.20784
3591,Arachide,300,1.75,28,66,56,14.6821999,-17.450951
3591,Niebe,50,0.75,28,66,56,14.6821999,-17.450951
3592,Arachide,2500,2.0,8,63,8,12.6594431,-16.2617759
3592,Mais,400,1.5,8,63,8,12.6594431,-16.2617759
3592,Niebe,150,0.5,8,63,8,12.6594431,-16.2617759
3592,Riz,800,2.0,8,63,8,12.6594431,-16.2617759
3594,Arachide,500,1.5,9,42,48,40.7982133,-77.8599084
3594,Mil,700,1.5,9,42,48,40.7982133,-77.8599084
3594,Niebe,50,1.0,9,42,48,40.7982133,-77.8599084
3595,Arachide,200,0.610000014,10,50,49,30.4132579,-91.1800023
3595,Mais,396,0.959999979,10,50,49,30.4132579,-91.1800023
3595,Riz,61,0.170000002,10,50,49,30.4132579,-91.1800023
3596,Niebe,60,0.5,3,60,24,14.725459,-16.668388
3596,Riz,8000,1.0,3,60,24,14.725459,-16.668388
3597,Arachide,7750,7.0,9,65,1,13.849943,-13.742584
3597,Mais,600,3.0,9,65,1,13.849943,-13.742584
3597,Mil,500,2.0,9,65,1,13.849943,-13.742584
3597,Riz,500,1.0,9,65,1,13.849943,-13.742584
3598,Mais,300,0.5,3,34,49,48.4231485,-123.366676
3599,Arachide,150,1.0,5,51,51,14.392586,-16.911368
3599,Mil,250,2.5,5,51,51,14.392586,-16.911368
3600,Mais,1000,1.0,6,64,45,33.4662902,-88.80783520000001
3600,Manioc,300,0.5,6,64,45,33.4662902,-88.80783520000001
3600,Riz,980,1.0,6,64,45,33.4662902,-88.80783520000001
3601,Arachide,300,1.0,15,40,70,14.019646,-16.0640179
3601,Mil,1110,2.0,15,40,70,14.019646,-16.0640179
3602,Arachide,500,0.5,5,68,42,14.497401,-14.452362
3602,Mil,250,0.5,5,68,42,14.497401,-14.452362
3604,Riz,200,0.25,6,32,35,12.5683796,-16.1219048
3605,Arachide,1500,4.0,14,82,48,40.8075355,-73.9625727
3605,Mais,400,1.0,14,82,48,40.8075355,-73.9625727
3605,Mil,1200,4.0,14,82,48,40.8075355,-73.9625727
3606,Arachide,145,3.0,8,50,54,14.7389806,-17.4610313
3606,Niebe,140,4.0,8,50,54,14.7389806,-17.4610313
3608,Arachide,250,1.0,9,40,42,14.229619,-15.16475
3608,Mais,150,1.0,9,40,42,14.229619,-15.16475
3608,Mil,200,1.0,9,40,42,14.229619,-15.16475
3609,Arachide,150,1.600000024,14,55,36,14.9349165,-16.5409596
3609,Mil,200,1.5,14,55,36,14.9349165,-16.5409596
3610,Arachide,700,1.0,8,60,63,15.077949,-16.3483069
3610,Mil,350,2.0,8,60,63,15.077949,-16.3483069
3611,Niebe,50,1.0,4,38,56,13.995527,-15.719152
3613,Arachide,1300,2.0,13,30,48,14.7448212,-17.5125165
3613,Mil,1000,2.0,13,30,48,14.7448212,-17.5125165
3614,Arachide,2800,3.126699924,9,60,42,14.497401,-14.452362
3614,Mais,2000,1.858199954,9,60,42,14.497401,-14.452362
3614,Sorgho,800,1.398599982,9,60,42,14.497401,-14.452362
3615,Mais,450,0.5,9,45,42,13.233333,-13.7
3617,Arachide,240,1.059999943,14,52,20,12.768195,-15.10989
3617,Riz,29,0.079999998,14,52,20,12.768195,-15.10989
3618,Arachide,300,2.5,6,41,48,15.1577742,-16.2098784
3618,Mil,70,2.5,6,41,48,15.1577742,-16.2098784
3619,Riz,800,1.0,9,52,36,12.401911,-16.403189
3620,Arachide,1000,1.0,13,40,48,14.7309898,-17.4682077
3620,Mais,900,1.0,13,40,48,14.7309898,-17.4682077
3620,Mil,750,1.0,13,40,48,14.7309898,-17.4682077
3621,Mil,150,0.5,8,55,72,14.8665572,-15.8994956
3621,Riz,350,0.300000012,8,55,72,14.8665572,-15.8994956
3622,Arachide,308,0.798518479,7,53,62,13.8522276,-15.876004
3622,Mil,600,1.565217376,7,53,62,13.8522276,-15.876004
3623,Arachide,7000,9.0,25,30,56,13.995527,-15.719152
3623,Mais,600,1.0,25,30,56,13.995527,-15.719152
3623,Mil,2800,3.0,25,30,56,13.995527,-15.719152
3625,Arachide,2500,3.0,7,63,6,14.7145281,-17.2723371
3625,Mil,1500,2.0,7,63,6,14.7145281,-17.2723371
3625,Riz,500,1.0,7,63,6,14.7145281,-17.2723371
3625,Sesame,600,1.0,7,63,6,14.7145281,-17.2723371
3626,Arachide,1400,2.0,13,46,56,13.8986,-16.2833
3626,Mil,140,2.0,13,46,56,13.8986,-16.2833
3627,Arachide,50,0.600000024,14,86,48,14.9493018,-16.8077852
3627,Mil,300,1.200000048,14,86,48,14.9493018,-16.8077852
3627,Niebe,100,0.129999995,14,86,48,14.9493018,-16.8077852
3628,Niebe,60,1.0,8,65,42,14.993048,-17.005227
3629,Niebe,50,1.0,6,64,56,16.0187611,-16.3588886
3630,Sorgho,350,0.5,7,70,8,15.3688083,-13.1365521
3631,Arachide,800,2.0,7,43,40,14.499522,-16.625093
3631,Mil,600,1.0,7,43,40,14.499522,-16.625093
3633,Arachide,350,1.5,6,60,25,14.692671,-15.927506
3633,Mil,1000,2.5,6,60,25,14.692671,-15.927506
3633,Niebe,50,0.200000003,6,60,25,14.692671,-15.927506
3634,Arachide,300,2.0,15,60,50,14.566667,-16.1
3634,Mil,600,2.0,15,60,50,14.566667,-16.1
3635,Arachide,1260,1.5,9,50,49,14.497401,-14.452362
3636,Mil,700,0.463,11,60,56,15.0285048,-16.9011849
3638,Mais,15,0.150000006,10,57,35,14.497401,-14.452362
3638,Riz,30,0.100000001,10,57,35,14.497401,-14.452362
3639,Arachide,180,0.25,10,52,4,14.67231,-17.20784
3639,Mais,250,1.0,10,52,4,14.67231,-17.20784
3639,Sorgho,300,1.200000048,10,52,4,14.67231,-17.20784
3640,Arachide,400,1.299999952,12,34,35,14.23725,-16.521246
3640,Mil,600,1.600000024,12,34,35,14.23725,-16.521246
3641,Arachide,950,1.0,9,50,56,14.8665572,-15.8994956
3641,Mais,1500,2.0,9,50,56,14.8665572,-15.8994956
3641,Sorgho,1900,2.0,9,50,56,14.8665572,-15.8994956
3642,Arachide,500,3.0,10,43,60,13.8046184,-13.5798477
3642,Mais,150,1.0,10,43,60,13.8046184,-13.5798477
3644,Arachide,600,1.0,10,30,48,14.664357,-17.4371223
3644,Mil,600,1.0,10,30,48,14.664357,-17.4371223
3644,Niebe,70,1.0,10,30,48,14.664357,-17.4371223
3645,Arachide,250,1.0,7,36,25,14.2069519,-16.0214048
3645,Fonio,4000,5.0,7,36,25,14.2069519,-16.0214048
3645,Mais,2000,5.0,7,36,25,14.2069519,-16.0214048
3645,Mil,1250,5.0,7,36,25,14.2069519,-16.0214048
3646,Arachide,1350,1.0,11,60,2,12.836481,-15.9773322
3646,Mil,200,1.0,11,60,2,12.836481,-15.9773322
3647,Arachide,580,1.5,7,52,49,12.832511,-15.063529
3647,Mil,700,2.0,7,52,49,12.832511,-15.063529
3647,Pasteque,45,0.5,7,52,49,12.832511,-15.063529
3648,Arachide,1850,1.0,7,86,48,14.716677,-17.4676861
3648,Mais,1500,1.0,7,86,48,14.716677,-17.4676861
3648,Riz,500,1.0,7,86,48,14.716677,-17.4676861
3649,Fonio,500,1.5,5,45,40,32.7845366,-96.80043
3649,Mais,500,1.0,5,45,40,32.7845366,-96.80043
3649,Mil,800,1.0,5,45,40,32.7845366,-96.80043
3650,Riz,870,2.5,6,48,6,47.816147,1.473408
3651,Mil,300,1.0,3,21,48,15.278264,-16.451439
3652,Arachide,80,0.66140002,8,51,56,15.3688083,-13.1365521
3652,Mais,350,0.370999992,8,51,56,15.3688083,-13.1365521
3652,Sorgho,100,0.545000017,8,51,56,15.3688083,-13.1365521
3653,Arachide,900,2.0,12,35,56,13.9802139,-14.8016887
3653,Mais,3,0.0075,12,35,56,13.9802139,-14.8016887
3654,Arachide,1000,2.0,7,35,42,14.303292,-14.898275
3654,Mais,900,2.0,7,35,42,14.303292,-14.898275
3654,Mil,1000,2.0,7,35,42,14.303292,-14.898275
3655,Arachide,300,1.0,11,51,48,14.6965115,-16.458256
3655,Mil,1400,2.0,11,51,48,14.6965115,-16.458256
3656,Mil,300,2.0,4,32,55,14.4431751,-16.9565206
3657,Arachide,275,1.0,8,60,30,14.7422891,-17.4709289
3657,Mil,350,1.0,8,60,30,14.7422891,-17.4709289
3658,Mil,800,0.744099975,8,60,56,14.222893,-16.8182009
3658,Sorgho,560,0.5,8,60,56,14.222893,-16.8182009
3659,Arachide,400,1.0,6,47,54,14.5398422,-15.7556564
3659,Mil,4000,8.0,6,47,54,14.5398422,-15.7556564
3660,Arachide,1200,1.0,6,54,7,12.485307,-15.621866
3660,Mais,950,1.0,6,54,7,12.485307,-15.621866
3660,Riz,2000,1.0,6,54,7,12.485307,-15.621866
3661,Arachide,5200,2.0,37,74,12,13.146617,-13.752088
3661,Mais,5200,2.0,37,74,12,13.146617,-13.752088
3662,Arachide,1800,5.0,8,63,40,14.908855,-15.771968
3662,Mil,1000,3.0,8,63,40,14.908855,-15.771968
3662,Niebe,350,1.0,8,63,40,14.908855,-15.771968
3663,Arachide,200,0.200000003,8,41,37,12.401911,-16.403189
3663,Riz,300,0.550000012,8,41,37,12.401911,-16.403189
3666,Sorgho,150,0.374500006,11,60,5,16.793492,13.8100324
3667,Arachide,800,1.163636327,4,30,49,14.7306578,-17.4938651
3667,Mil,460,0.862500012,4,30,49,14.7306578,-17.4938651
3667,Sesame,300,1.0,4,30,49,14.7306578,-17.4938651
3668,Arachide,500,1.0,3,43,6,12.945,-15.9014
3668,Riz,1500,2.0,3,43,6,12.945,-15.9014
3669,Niebe,50,2.0,6,55,35,15.4370399,-15.2194808
3670,Niebe,143,1.0,9,47,56,15.933752,-16.395218
3671,Mais,2000,3.0,12,76,48,13.68042,-16.50128
3671,Sorgho,1500,2.0,12,76,48,13.68042,-16.50128
3672,Arachide,1200,3.0,9,63,52,15.0,-16.416667
3672,Mais,100,1.0,9,63,52,15.0,-16.416667
3672,Mil,800,2.5,9,63,52,15.0,-16.416667
3672,Niebe,80,1.0,9,63,52,15.0,-16.416667
3672,Sorgho,500,2.0,9,63,52,15.0,-16.416667
3673,Arachide,350,1.5,11,77,48,14.651375,-17.1837519
3674,Arachide,2000,4.0,15,65,56,13.680992,-15.878883
3674,Mais,1100,3.0,15,65,56,13.680992,-15.878883
3674,Mil,1000,3.0,15,65,56,13.680992,-15.878883
3675,Arachide,500,0.300000012,7,53,25,14.497401,-14.452362
3675,Niebe,100,0.100000001,7,53,25,14.497401,-14.452362
3675,Riz,700,0.649999976,7,53,25,14.497401,-14.452362
3677,Arachide,5000,0.5,6,69,80,14.774572,-12.2939589
3677,Sorgho,5600,1.5,6,69,80,14.774572,-12.2939589
3678,Arachide,1000,1.5,18,60,63,14.4842035,-16.9412098
3678,Manguiers,2000,1.5,18,60,63,14.4842035,-16.9412098
3678,Manioc,300,0.5,18,60,63,14.4842035,-16.9412098
3678,Mil,2000,2.0,18,60,63,14.4842035,-16.9412098
3679,Arachide,315,1.0,9,55,56,13.9137639,-15.6676471
3679,Mil,700,2.0,9,55,56,13.9137639,-15.6676471
3680,Mil,300,2.0,4,40,56,13.995527,-15.719152
3681,Mais,35,0.100000001,20,37,56,12.6267874,-16.0140586
3681,Riz,440,0.25,20,37,56,12.6267874,-16.0140586
3682,Arachide,600,2.5,27,57,40,14.312093,-16.1644289
3682,Mil,400,1.5,27,57,40,14.312093,-16.1644289
3682,Niebe,70,0.5,27,57,40,14.312093,-16.1644289
3683,Arachide,350,0.400000006,6,49,30,13.1805159,-12.0561189
3683,Mais,600,0.5,6,49,30,13.1805159,-12.0561189
3685,Arachide,1000,2.0,11,42,63,15.077949,-16.3483069
3685,Mil,800,2.0,11,42,63,15.077949,-16.3483069
3688,Niebe,100,2.0,8,52,50,15.2820089,-16.1713267
3689,Arachide,7000,22.0,17,60,42,14.865665,-15.9068
3689,Mais,250,0.5,17,60,42,14.865665,-15.9068
3689,Mil,1200,3.0,17,60,42,14.865665,-15.9068
3690,Arachide,200,0.75,6,60,3,14.7283024,-17.4373409
3690,Fonio,50,0.25,6,60,3,14.7283024,-17.4373409
3690,Mais,150,1.0,6,60,3,14.7283024,-17.4373409
3691,Mil,650,12.0,10,79,48,14.128458,-15.7439194
3691,Niebe,100,2.0,10,79,48,14.128458,-15.7439194
3693,Riz,375,0.5,12,52,28,12.575849,-16.1419212
3694,Mil,200,1.0,16,51,35,15.17734,-16.304724
3695,Arachide,1450,14.0,24,72,35,14.819376,-16.445772
3695,Mil,1100,5.0,24,72,35,14.819376,-16.445772
3695,Niebe,9000,4.0,24,72,35,14.819376,-16.445772
3697,Arachide,2200,2.5,5,37,42,13.7725888,-13.6710059
3697,Mais,700,1.0,5,37,42,13.7725888,-13.6710059
3697,Riz,1200,1.5,5,37,42,13.7725888,-13.6710059
3698,Arachide,1000,4.0,5,50,60,14.908855,-15.771968
3698,Mil,100,4.0,5,50,60,14.908855,-15.771968
3698,Niebe,30,1.0,5,50,60,14.908855,-15.771968
3699,Arachide,1000,1.702100039,15,50,42,13.7725888,-13.6710059
3700,Mil,220,0.200000003,29,38,56,12.575849,-16.1419212
3701,Mil,250,2.0,15,82,48,13.9876,-14.6644
3702,Arachide,700,3.0,13,42,49,16.0282465,-16.4832893
3702,Mais,700,1.0,13,42,49,16.0282465,-16.4832893
3702,Mil,200,1.0,13,42,49,16.0282465,-16.4832893
3702,Sorgho,150,1.0,13,42,49,16.0282465,-16.4832893
3703,Arachide,11000,5.5,23,59,49,14.908855,-15.771968
3703,Mais,2300,3.0,23,59,49,14.908855,-15.771968
3703,Mil,4600,5.0,23,59,49,14.908855,-15.771968
3704,Arachide,200,2.0,14,45,48,14.497401,-14.452362
3704,Mil,500,2.0,14,45,48,14.497401,-14.452362
3704,Sorgho,200,2.0,14,45,48,14.497401,-14.452362
3705,Arachide,850,0.649999976,13,60,38,14.6373423,-17.0879032
3707,Arachide,350,0.5,7,42,70,14.8229403,-12.3503648
3707,Mais,1000,1.419999957,7,42,70,14.8229403,-12.3503648
3707,Sorgho,2000,1.070000052,7,42,70,14.8229403,-12.3503648
3708,Arachide,500,5.0,6,59,49,15.25,-14.1
3708,Niebe,150,1.0,6,59,49,15.25,-14.1
3709,Arachide,2508,3.0,20,38,56,13.1440754,-14.1059408
3709,Mais,450,1.105800033,20,38,56,13.1440754,-14.1059408
3709,Pasteque,2000,1.0,20,38,56,13.1440754,-14.1059408
3710,Riz,750,0.6523,5,33,55,12.3505299,-16.716631
3711,Arachide,2000,4.0,7,70,28,14.7701521,-17.3606593
3711,Mil,100,1.0,7,70,28,14.7701521,-17.3606593
3711,Sorgho,600,1.0,7,70,28,14.7701521,-17.3606593
3712,Arachide,500,1.0,8,49,8,14.5610881,-17.1063972
3712,Mil,800,1.0,8,49,8,14.5610881,-17.1063972
3713,Arachide,3000,3.0,18,40,63,13.690613,-15.830055
3713,Mais,700,1.0,18,40,63,13.690613,-15.830055
3713,Mil,1200,1.5,18,40,63,13.690613,-15.830055
3713,Sorgho,1000,1.5,18,40,63,13.690613,-15.830055
3714,Niebe,35,0.300000012,8,51,40,12.5376359,-16.251493
3714,Riz,400,0.699999988,8,51,40,12.5376359,-16.251493
3715,Mais,200,1.0,5,32,49,14.699306,-16.959566
3716,Arachide,500,1.0,3,41,72,14.7232818,-17.4787136
3717,Riz,2400,3.0,34,64,45,12.601,-16.077164
3721,Arachide,2000,4.0,20,41,6,14.8665572,-15.8994956
3721,Mais,1400,4.0,20,41,6,14.8665572,-15.8994956
3721,Mil,1200,2.0,20,41,6,14.8665572,-15.8994956
3721,Sorgho,600,2.0,20,41,6,14.8665572,-15.8994956
3721,Sesame,200,0.050000001,20,41,6,14.8665572,-15.8994956
3722,Arachide,2200,4.0,14,27,48,15.6,-16.066667
3722,Mais,4000,5.0,14,27,48,15.6,-16.066667
3722,Mil,1200,3.0,14,27,48,15.6,-16.066667
3722,Riz,200,1.0,14,27,48,15.6,-16.066667
3723,Arachide,400,1.0,8,72,63,45.4847268,-73.627969
3723,Mil,900,1.399999976,8,72,63,45.4847268,-73.627969
3723,Niebe,50,0.100000001,8,72,63,45.4847268,-73.627969
3724,Arachide,800,3.299999952,27,81,48,14.85,-16.3667
3724,Mil,1000,3.799999952,27,81,48,14.85,-16.3667
3724,Niebe,100,0.699999988,27,81,48,14.85,-16.3667
3726,Arachide,300,1.0,9,40,6,41.6991133,-86.2387627
3726,Mais,700,1.0,9,40,6,41.6991133,-86.2387627
3726,Riz,1000,1.0,9,40,6,41.6991133,-86.2387627
3727,Arachide,100,1.0,16,66,63,14.4583336,-16.8650395
3727,Mil,600,2.0,16,66,63,14.4583336,-16.8650395
3727,Niebe,80,1.0,16,66,63,14.4583336,-16.8650395
3728,Fonio,500,0.25,10,61,42,12.5604607,-12.1747077
3728,Mais,550,0.5,10,61,42,12.5604607,-12.1747077
3729,Arachide,1200,2.0,12,40,56,14.8013753,-16.9016156
3729,Mais,150,1.0,12,40,56,14.8013753,-16.9016156
3729,Mil,800,2.0,12,40,56,14.8013753,-16.9016156
3730,Riz,150,0.300000012,5,69,46,12.9161429,-16.4361702
3731,Riz,25000,4.0,9,59,42,16.2774313,-16.1389809
3732,Mil,500,0.439999998,5,48,87,45.5154553,-73.5623129
3734,Arachide,400,5.0,8,49,30,40.802343,-73.9510933
3734,Mil,720,6.0,8,49,30,40.802343,-73.9510933
3735,Arachide,1000,3.0,13,30,49,14.6821999,-17.450951
3735,Mil,400,2.0,13,30,49,14.6821999,-17.450951
3735,Sorgho,100,1.0,13,30,49,14.6821999,-17.450951
3736,Riz,3500,2.0,13,70,63,12.8373481,-16.362568
3737,Arachide,5484,2.0,8,48,9,41.6127676,-71.45691459999999
3738,Arachide,250,0.400000006,15,49,25,14.497401,-14.452362
3738,Mil,150,0.300000012,15,49,25,14.497401,-14.452362
3738,Niebe,100,0.100000001,15,49,25,14.497401,-14.452362
3738,Riz,800,0.699999988,15,49,25,14.497401,-14.452362
3740,Arachide,100,0.300000012,6,49,48,14.7064836,-17.4599877
3740,Mil,150,0.600000024,6,49,48,14.7064836,-17.4599877
3741,Arachide,450,1.0,7,51,35,12.872287,-15.878739
3742,Arachide,7000,5.907100201,10,76,48,14.7496114,-17.3749044
3742,Mil,900,3.014199972,10,76,48,14.7496114,-17.3749044
3742,Riz,400,2.428999901,10,76,48,14.7496114,-17.3749044
3743,Arachide,500,3.0,11,45,35,14.8206267,-15.2926308
3743,Mil,400,5.0,11,45,35,14.8206267,-15.2926308
3743,Niebe,300,1.0,11,45,35,14.8206267,-15.2926308
3744,Arachide,1000,1.0,7,76,48,14.4774056,-17.035489
3744,Mil,1800,1.0,7,76,48,14.4774056,-17.035489
3745,Riz,1260,0.400000006,6,53,50,14.7204147,-17.4672218
3746,Arachide,1950,5.0,11,68,20,47.85058919999999,-122.2865561
3746,Mil,2000,6.0,11,68,20,47.85058919999999,-122.2865561
3747,Arachide,350,4.0,22,62,9,15.516667,-15.916667
3748,Arachide,750,8.0,15,59,45,14.7354947,-17.3005942
3748,Mil,400,4.0,15,59,45,14.7354947,-17.3005942
3748,Niebe,300,1.0,15,59,45,14.7354947,-17.3005942
3749,Arachide,440,0.25,13,54,21,32.7940463,34.989571
3749,Mais,435,0.25,13,54,21,32.7940463,34.989571
3750,Bissap,1,0.00142,11,71,48,14.7912692,-17.1141145
3751,Riz,2500,1.5,4,61,70,12.8373481,-16.362568
3752,Arachide,200,1.600000024,9,32,35,14.5243797,-17.0938097
3753,Arachide,1200,2.460900068,12,26,50,12.9311243,-14.2014466
3753,Mais,900,1.427099943,12,26,50,12.9311243,-14.2014466
3754,Arachide,15000,7.840000153,10,66,40,14.497401,-14.452362
3754,Mil,1500,5.25,10,66,40,14.497401,-14.452362
3754,Niebe,90,0.5,10,66,40,14.497401,-14.452362
3755,Arachide,1900,2.0,17,45,56,14.4439458,-16.9961101
3755,Mil,1000,2.0,17,45,56,14.4439458,-16.9961101
3756,Riz,700,0.550000012,4,54,50,12.3505299,-16.716631
3757,Menthe,1000,0.5,9,55,56,14.79959,-17.183611
3758,Arachide,200,1.0,3,83,48,14.9382726,-16.3172147
3758,Mil,600,1.0,3,83,48,14.9382726,-16.3172147
3758,Niebe,90,1.0,3,83,48,14.9382726,-16.3172147
3759,Arachide,900,1.0,10,70,10,13.68042,-16.50128
3759,Mil,70,2.5,10,70,10,13.68042,-16.50128
3760,Arachide,800,2.0,16,53,45,13.6928389,-15.5341249
3760,Mais,700,1.5,16,53,45,13.6928389,-15.5341249
3760,Mil,900,2.0,16,53,45,13.6928389,-15.5341249
3761,Arachide,1500,1.748700023,15,59,42,13.7725888,-13.6710059
3761,Sorgho,600,1.629400015,15,59,42,13.7725888,-13.6710059
3762,Mil,200,2.5,13,50,28,15.7380034,-13.3905003
3762,Sorgho,200,1.0,13,50,28,15.7380034,-13.3905003
3764,Arachide,150,1.5,8,55,36,14.970118,-16.897433
3764,Mil,50,1.0,8,55,36,14.970118,-16.897433
3764,Sorgho,75,0.5,8,55,36,14.970118,-16.897433
3765,Arachide,800,0.75,13,77,15,36.186474,37.1554479
3765,Mais,1700,1.0,13,77,15,36.186474,37.1554479
3765,Sorgho,700,0.75,13,77,15,36.186474,37.1554479
3768,Arachide,100,0.351799995,10,40,40,12.7492732,-14.1596776
3768,Mais,200,0.644500017,10,40,40,12.7492732,-14.1596776
3769,Arachide,650,2.0,11,33,58,13.995527,-15.719152
3769,Mais,550,2.0,11,33,58,13.995527,-15.719152
3770,Arachide,400,1.0,7,45,56,39.9566127,-75.18994409999999
3771,Arachide,1400,2.0,6,50,49,45.5154553,-73.5623129
3771,Mil,800,2.0,6,50,49,45.5154553,-73.5623129
3772,Arachide,730,2.339999914,6,59,78,14.8665572,-15.8994956
3772,Mais,400,0.5,6,59,78,14.8665572,-15.8994956
3772,Sorgho,400,1.0,6,59,78,14.8665572,-15.8994956
3774,Mil,180,0.800000012,8,65,36,15.58681,-16.073109
3774,Niebe,80,0.400000006,8,65,36,15.58681,-16.073109
3775,Mais,7500,5.0,20,75,42,12.5128679,-12.381681
3775,Riz,8000,5.0,20,75,42,12.5128679,-12.381681
3776,Mil,150,1.5,11,74,48,14.709495,-16.658633
3777,Arachide,1500,4.0,9,70,8,14.6734519,-17.4632496
3777,Mais,150,1.0,9,70,8,14.6734519,-17.4632496
3777,Mil,1000,4.0,9,70,8,14.6734519,-17.4632496
3777,Niebe,100,1.0,9,70,8,14.6734519,-17.4632496
3778,Mais,1100,2.0,12,35,56,43.312739,-1.580979
3778,Mil,1500,2.0,12,35,56,43.312739,-1.580979
3778,Sorgho,1300,2.0,12,35,56,43.312739,-1.580979
3780,Arachide,800,2.0,7,47,6,47.816147,1.473408
3780,Mil,580,2.5,7,47,6,47.816147,1.473408
3780,Riz,450,2.0,7,47,6,47.816147,1.473408
3781,Arachide,700,1.0,10,65,42,14.8475114,-15.8702692
3781,Mais,800,1.0,10,65,42,14.8475114,-15.8702692
3781,Mil,900,1.0,10,65,42,14.8475114,-15.8702692
3782,Arachide,1000,1.0,8,57,8,13.7228867,-13.5849104
3782,Mais,250,0.5,8,57,8,13.7228867,-13.5849104
3782,Riz,400,1.0,8,57,8,13.7228867,-13.5849104
3783,Mais,400,0.75,5,50,35,38.9113074,-77.0491336
3783,Mil,600,1.0,5,50,35,38.9113074,-77.0491336
3785,Arachide,7000,5.0,10,58,49,14.908855,-15.771968
3785,Mil,4000,3.0,10,58,49,14.908855,-15.771968
3786,Mil,700,1.0,12,58,30,15.980688,-16.463694
3786,Niebe,80,2.0,12,58,30,15.980688,-16.463694
3786,Pasteque,350,2.0,12,58,30,15.980688,-16.463694
3787,Arachide,158,0.350199997,9,37,35,12.518889,-16.639299
3788,Arachide,1800,3.0,7,50,70,13.887958,-15.67593
3788,Mais,800,1.0,7,50,70,13.887958,-15.67593
3788,Mil,1300,2.0,7,50,70,13.887958,-15.67593
3789,Arachide,1100,4.0,13,60,49,14.7443828,-16.6143944
3789,Mil,400,2.0,13,60,49,14.7443828,-16.6143944
3790,Arachide,700,3.0,7,71,48,14.270251,-15.9406128
3790,Mil,3500,2.0,7,71,48,14.270251,-15.9406128
3790,Niebe,600,2.0,7,71,48,14.270251,-15.9406128
3791,Riz,2000,0.5,10,52,35,39.193142,-106.82142
3795,Arachide,60,1.0,5,67,90,15.181099,-16.5716
3795,Niebe,750,3.0,5,67,90,15.181099,-16.5716
3796,Arachide,400,0.75,3,47,8,41.6991133,-86.2387627
3797,Arachide,3200,3.0,18,46,63,13.9865,-16.0603
3797,Mil,1500,2.0,18,46,63,13.9865,-16.0603
3798,Arachide,750,1.5,14,60,48,14.7614374,-17.3988131
3798,Mil,750,1.899999976,14,60,48,14.7614374,-17.3988131
3798,Niebe,200,0.699999988,14,60,48,14.7614374,-17.3988131
3799,Arachide,107,2.0,8,46,60,15.0379112,-16.2536853
3799,Mil,800,2.5,8,46,60,15.0379112,-16.2536853
3799,Niebe,40,0.5,8,46,60,15.0379112,-16.2536853
3800,Mais,250,1.0,8,58,3,15.1388454,-16.8775587
3802,Arachide,75,0.5,3,80,48,45.478367,-73.5825911
3802,Mil,15,0.5,3,80,48,45.478367,-73.5825911
3803,Arachide,200,0.5,8,50,42,14.2,-13.3
3803,Mais,100,0.25,8,50,42,14.2,-13.3
3803,Mil,150,0.25,8,50,42,14.2,-13.3
3803,Sorgho,200,0.5,8,50,42,14.2,-13.3
3804,Arachide,850,2.0,7,30,48,15.3688083,-13.1365521
3804,Mil,1200,3.0,7,30,48,15.3688083,-13.1365521
3805,Arachide,250,2.0,11,35,36,14.95,-16.066667
3805,Mil,750,5.0,11,35,36,14.95,-16.066667
3806,Aubergine,1000,0.25,10,47,54,14.8056993,-17.2799392
3806,Diakhatou,1000,0.25,10,47,54,14.8056993,-17.2799392
