,id_men,culture_label,production_kg,superficie,villages,taille_menage,age,nbre_heure_travail,lat,lng
5795,2493,Mil,650,1.21875,Dialocouba,6,47,49.0,14.497401,-14.452362
5796,2494,Mais,450,0.5,Barafoute,13,53,42.0,12.664984,-12.302877
5797,2495,Arachide,9000,1.0,Maka fall,7,48,40.0,41.2666662,-96.1301714
5798,2495,Niebe,250,0.5,Maka fall,7,48,40.0,41.2666662,-96.1301714
5799,2495,Pasteque,1500,0.5,Maka fall,7,48,40.0,41.2666662,-96.1301714
5800,2496,Arachide,1500,2.0,Ngar keur naimbelly,11,60,42.0,41.4543199,-72.99626409999999
5801,2496,Mil,2500,2.0,Ngar keur naimbelly,11,60,42.0,41.4543199,-72.99626409999999
5804,2498,Mais,350,0.5,Balakonko,4,38,21.0,12.8352322,-11.7562668
5805,2498,Sorgho,250,0.300000012,Balakonko,4,38,21.0,12.8352322,-11.7562668
5806,2499,Arachide,1200,2.5,Koar,30,44,10.0,13.7725888,-13.6710059
5807,2499,Mais,600,1.5,Koar,30,44,10.0,13.7725888,-13.6710059
5808,2499,Mil,400,0.5,Koar,30,44,10.0,13.7725888,-13.6710059
5809,2499,Sorgho,1000,1.5,Koar,30,44,10.0,13.7725888,-13.6710059
5812,2501,Mais,1800,4.0,Syll thiakhene,5,35,48.0,13.9779361,-14.562614
5813,2501,Mil,1200,3.0,Syll thiakhene,5,35,48.0,13.9779361,-14.562614
5814,2502,Arachide,240,2.400000095,Médina Demba Billo,6,45,48.0,14.6821999,-17.450951
5815,2502,Mais,100,0.209999993,Médina Demba Billo,6,45,48.0,14.6821999,-17.450951
5816,2502,Sorgho,101,0.209999993,Médina Demba Billo,6,45,48.0,14.6821999,-17.450951
5817,2503,Mil,300,0.874100029,Boucotte ouoloff,6,44,45.0,12.4200575,-16.7500025
5818,2504,Arachide,500,1.100000024,Ngalagne,16,51,28.0,14.572845,-16.437431
5819,2504,Mil,500,1.899999976,Ngalagne,16,51,28.0,14.572845,-16.437431
5820,2505,Arachide,2000,5.0,Kaba,14,55,49.0,14.7443828,-16.6143944
5821,2505,Mil,400,2.0,Kaba,14,55,49.0,14.7443828,-16.6143944
5822,2505,Sorgho,200,2.0,Kaba,14,55,49.0,14.7443828,-16.6143944
5823,2505,Sesame,90,1.0,Kaba,14,55,49.0,14.7443828,-16.6143944
5828,2508,Arachide,2500,3.0,Touba ndawene,8,61,49.0,14.8768468,-15.9026409
5829,2508,Mil,1200,3.0,Touba ndawene,8,61,49.0,14.8768468,-15.9026409
5830,2509,Pasteque,3566,1.258350015,Golonde,10,55,28.0,14.4370653,-17.0016412
5835,2511,Mil,50,0.100000001,Nguick fall,4,44,56.0,15.82137,-16.181021
5836,2512,Arachide,120,1.0,Bail Diop,8,82,43.69523604688676,38.8985658,-77.04428419999999
5837,2512,Niebe,17,0.5,Bail Diop,8,82,43.69523604688676,38.8985658,-77.04428419999999
5838,2513,Arachide,500,1.0,Mbatar,9,90,88.0,15.7781284,-16.2563475
5839,2513,Bissap,50,0.5,Mbatar,9,90,88.0,15.7781284,-16.2563475
5840,2513,Mil,350,1.0,Mbatar,9,90,88.0,15.7781284,-16.2563475
5841,2513,Niebe,75,0.5,Mbatar,9,90,88.0,15.7781284,-16.2563475
5842,2514,Arachide,7000,4.0,Thiadia ndindy,11,65,63.0,14.8943707,-16.2036778
5843,2514,Mil,3500,3.0,Thiadia ndindy,11,65,63.0,14.8943707,-16.2036778
5844,2515,Arachide,450,0.5,'Niankitte,9,36,49.0,12.972688,-16.229309
5845,2515,Mil,100,0.300000012,'Niankitte,9,36,49.0,12.972688,-16.229309
5846,2516,Arachide,2000,6.0,Talto,28,40,84.0,33.5102944,-112.0099922
5847,2516,Mais,2000,3.0,Talto,28,40,84.0,33.5102944,-112.0099922
5848,2517,Riz,2500,1.25,Tendouck,9,70,43.69523604688676,12.722221,-16.45365
5849,2518,Arachide,750,1.75,Koudy,5,60,42.0,14.270251,-15.9406128
5850,2518,Mais,600,1.25,Koudy,5,60,42.0,14.270251,-15.9406128
5851,2518,Mil,1200,1.75,Koudy,5,60,42.0,14.270251,-15.9406128
5852,2519,Riz,225,0.25,Baghagha,8,67,54.0,12.60332,-16.0566701
5853,2520,Arachide,2000,2.0,Keur saloum diane,10,43,42.0,13.753866,-16.32563
5854,2520,Mil,1000,2.0,Keur saloum diane,10,43,42.0,13.753866,-16.32563
5855,2521,Arachide,300,0.212799996,Aliou Souare,9,51,42.0,42.3770029,-71.11666009999999
5856,2521,Mais,500,1.089100003,Aliou Souare,9,51,42.0,42.3770029,-71.11666009999999
5857,2521,Sorgho,300,0.592800021,Aliou Souare,9,51,42.0,42.3770029,-71.11666009999999
5858,2522,Arachide,300,1.0,Mbissis dia seck,8,35,54.0,14.7389806,-17.4610313
5859,2522,Mil,20,0.5,Mbissis dia seck,8,35,54.0,14.7389806,-17.4610313
5860,2522,Niebe,225,1.5,Mbissis dia seck,8,35,54.0,14.7389806,-17.4610313
5865,2524,Arachide,3,0.005,Ethiolo,8,43,12.0,12.589336,-12.856031
5866,2524,Mais,2,0.005,Ethiolo,8,43,12.0,12.589336,-12.856031
5867,2524,Riz,500,1.0,Ethiolo,8,43,12.0,12.589336,-12.856031
5870,2526,Arachide,450,2.799999952,Darou  gaye,7,45,48.0,15.012194,-16.592772
5871,2526,Mil,60,1.0,Darou  gaye,7,45,48.0,15.012194,-16.592772
5873,2528,Arachide,25,0.5,Bokh,10,67,72.0,14.7567,-16.6107
5874,2528,Mil,150,1.0,Bokh,10,67,72.0,14.7567,-16.6107
5875,2529,Arachide,100,0.5,Gaina Mbar,6,45,50.0,14.697239,-15.646563
5876,2529,Mil,500,1.0,Gaina Mbar,6,45,50.0,14.697239,-15.646563
5877,2529,Niebe,20,0.5,Gaina Mbar,6,45,50.0,14.697239,-15.646563
5878,2530,Arachide,300,0.300000012,Thiaothiao,13,56,35.0,15.447002,-16.734308
5879,2530,Mil,600,0.600000024,Thiaothiao,13,56,35.0,15.447002,-16.734308
5880,2530,Niebe,100,0.400000006,Thiaothiao,13,56,35.0,15.447002,-16.734308
5882,2532,Mais,134,0.300000012,Agnack petit,7,60,48.0,12.5683796,-16.1219048
5883,2532,Riz,2000,2.5,Agnack petit,7,60,48.0,12.5683796,-16.1219048
5884,2533,Arachide,500,2.0,Baïla ndour,11,50,49.0,12.896587,-16.3531645
5885,2533,Mil,400,2.0,Baïla ndour,11,50,49.0,12.896587,-16.3531645
5889,2535,Arachide,250,1.5,Gapasse,10,45,36.0,45.5154553,-73.5623129
5890,2535,Mil,500,2.0,Gapasse,10,45,36.0,45.5154553,-73.5623129
5891,2535,Niebe,170,0.5,Gapasse,10,45,36.0,45.5154553,-73.5623129
5892,2537,Mais,100,0.291399986,Cap skirring,8,65,20.0,12.3614049,-16.7146184
5893,2538,Arachide,400,3.0,Bounfassow,13,53,45.0,14.722741,-17.258266
5894,2538,Mil,600,2.0,Bounfassow,13,53,45.0,14.722741,-17.258266
5895,2538,Niebe,95,1.0,Bounfassow,13,53,45.0,14.722741,-17.258266
5896,2538,Pasteque,200,1.0,Bounfassow,13,53,45.0,14.722741,-17.258266
5897,2539,Arachide,200,3.0,Kanene kane,6,38,54.0,15.408636,-16.493486
5898,2539,Mil,250,2.0,Kanene kane,6,38,54.0,15.408636,-16.493486
5899,2539,Niebe,300,4.0,Kanene kane,6,38,54.0,15.408636,-16.493486
5900,2540,Niebe,5,0.0625,Kiniabour 2,7,50,50.0,14.5714767,-17.0559502
5901,2541,Arachide,350,1.0,Ede,7,60,52.0,14.7497406,-17.5100452
5902,2541,Mil,700,2.0,Ede,7,60,52.0,14.7497406,-17.5100452
5903,2541,Niebe,20,0.5,Ede,7,60,52.0,14.7497406,-17.5100452
5904,2541,Sorgho,300,1.5,Ede,7,60,52.0,14.7497406,-17.5100452
5905,2542,Riz,3000,0.5,Diagnoum,14,55,86.0,16.5165,-15.1425
5908,2544,Mil,1000,5.0,Médina toure,7,42,49.0,14.896225,-15.990265
5910,2546,Riz,2500,0.400000006,Ronkh,4,36,30.0,16.2774313,-16.1389809
5913,2548,Arachide,500,1.5,GUINTHE MATAR,6,35,48.0,14.7113167,-17.4687636
5914,2548,Mil,600,1.5,GUINTHE MATAR,6,35,48.0,14.7113167,-17.4687636
5915,2548,Niebe,400,1.0,GUINTHE MATAR,6,35,48.0,14.7113167,-17.4687636
5918,2550,Arachide,350,3.0,Maka fall,6,36,25.0,41.2666662,-96.1301714
5919,2550,Mil,300,3.0,Maka fall,6,36,25.0,41.2666662,-96.1301714
5920,2550,Niebe,200,2.0,Maka fall,6,36,25.0,41.2666662,-96.1301714
5921,2551,Arachide,3000,6.0,Darou  minam,11,52,40.0,14.093,-15.417
5922,2551,Mais,50,1.0,Darou  minam,11,52,40.0,14.093,-15.417
5923,2551,Mil,1200,6.0,Darou  minam,11,52,40.0,14.093,-15.417
5924,2551,Niebe,50,0.5,Darou  minam,11,52,40.0,14.093,-15.417
5925,2551,Sorgho,500,1.0,Darou  minam,11,52,40.0,14.093,-15.417
5926,2553,Mais,600,0.400000006,Lamin,10,36,30.0,38.888684,-77.004719
5927,2553,Riz,350,0.600000024,Lamin,10,36,30.0,38.888684,-77.004719
5931,2555,Arachide,1440,3.0,Keur    Ndery,8,41,56.0,14.908855,-15.771968
5932,2555,Mil,150,1.0,Keur    Ndery,8,41,56.0,14.908855,-15.771968
5935,2557,Arachide,1000,4.0,Nargua,5,50,48.0,14.8416177,-15.8742244
5936,2557,Mil,100,4.0,Nargua,5,50,48.0,14.8416177,-15.8742244
5937,2557,Niebe,30,1.0,Nargua,5,50,48.0,14.8416177,-15.8742244
5940,2559,Niebe,159,1.0,Maka baragueye,3,37,8.0,15.013215,-16.961071
5941,2560,Arachide,4500,3.871099949,Koussanar Soce,10,43,43.0,14.497401,-14.452362
5942,2560,Mais,0,1.418200016,Koussanar Soce,10,43,43.0,14.497401,-14.452362
5943,2560,Sorgho,200,1.584599972,Koussanar Soce,10,43,43.0,14.497401,-14.452362
5948,2562,Mais,200,0.150000006,Gabou,5,50,77.0,14.71642,-12.4122682
5949,2563,Manioc,5000,1.5,Ndande,10,58,42.0,15.2768199,-16.5260001
5950,2563,Niebe,200,0.5,Ndande,10,58,42.0,15.2768199,-16.5260001
5951,2564,Arachide,1400,2.0,Sare bacary,6,64,35.0,12.832511,-15.063529
5952,2564,Mil,1500,2.0,Sare bacary,6,64,35.0,12.832511,-15.063529
5953,2565,Arachide,800,1.0,Ndiakhate,8,35,35.0,15.58681,-16.073109
5954,2565,Mil,800,1.0,Ndiakhate,8,35,35.0,15.58681,-16.073109
5955,2565,Niebe,120,1.0,Ndiakhate,8,35,35.0,15.58681,-16.073109
5956,2566,Arachide,50,1.0,Marina ndiaye,6,70,38.0,15.517834,-16.5149769
5957,2566,Niebe,150,1.0,Marina ndiaye,6,70,38.0,15.517834,-16.5149769
5958,2567,Arachide,5200,1.0,Belal djiga,4,51,60.0,39.9566127,-75.18994409999999
5959,2568,Arachide,1200,4.0,Darou  mbacke,14,52,36.0,14.8038531,-15.9053689
5960,2568,Bissap,1,0.006,Darou  mbacke,14,52,36.0,14.8038531,-15.9053689
5961,2568,Mil,800,7.0,Darou  mbacke,14,52,36.0,14.8038531,-15.9053689
5962,2568,Niebe,400,7.0,Darou  mbacke,14,52,36.0,14.8038531,-15.9053689
5963,2569,Arachide,500,2.0,Keur makandji,11,28,48.0,15.643805,-15.928737
5964,2569,Mais,900,1.0,Keur makandji,11,28,48.0,15.643805,-15.928737
5965,2569,Mil,300,1.5,Keur makandji,11,28,48.0,15.643805,-15.928737
5969,2571,Mais,300,2.0,Dayane gassel,5,36,49.0,14.433333,-15.816667
5970,2571,Mil,700,2.0,Dayane gassel,5,36,49.0,14.433333,-15.816667
5971,2572,Arachide,1200,4.0,Kaba,11,60,49.0,14.7443828,-16.6143944
5972,2572,Mil,600,3.0,Kaba,11,60,49.0,14.7443828,-16.6143944
5976,2574,Arachide,300,1.0,Ndoffenne,8,66,48.0,13.919217,-15.9259271
5977,2574,Mil,600,1.0,Ndoffenne,8,66,48.0,13.919217,-15.9259271
5978,2574,Niebe,400,1.0,Ndoffenne,8,66,48.0,13.919217,-15.9259271
5979,2575,Arachide,800,1.0,Meo diobéne,10,65,50.0,14.566667,-16.1
5980,2575,Mais,720,1.5,Meo diobéne,10,65,50.0,14.566667,-16.1
5981,2575,Mil,500,1.5,Meo diobéne,10,65,50.0,14.566667,-16.1
5985,2577,Mais,100,1.5,Darou Ndiaye,7,42,52.0,15.0,-16.416667
5986,2577,Mil,800,2.0,Darou Ndiaye,7,42,52.0,15.0,-16.416667
5987,2577,Niebe,95,1.0,Darou Ndiaye,7,42,52.0,15.0,-16.416667
5988,2577,Sorgho,200,1.0,Darou Ndiaye,7,42,52.0,15.0,-16.416667
5989,2578,Arachide,1600,1.25,Médina gounass,16,60,20.0,13.146617,-13.752088
5990,2578,Mais,1600,1.0,Médina gounass,16,60,20.0,13.146617,-13.752088
5991,2578,Sorgho,650,0.75,Médina gounass,16,60,20.0,13.146617,-13.752088
5992,2579,Arachide,800,2.0,KOUNAYAN,5,49,40.0,12.762421,-15.562685
5993,2579,Riz,500,1.0,KOUNAYAN,5,49,40.0,12.762421,-15.562685
5994,2579,Sesame,300,1.0,KOUNAYAN,5,49,40.0,12.762421,-15.562685
5997,2581,Mil,100,1.0,Djilor,6,52,25.0,14.0566349,-16.3353419
5998,2582,Arachide,90,0.090000004,Kafountine,17,27,21.0,12.9283363,-16.7411559
5999,2582,Riz,150,0.100000001,Kafountine,17,27,21.0,12.9283363,-16.7411559
6000,2583,Arachide,3550,2.0,SARE BITEYE,15,44,50.0,12.9178856,-15.0082584
6001,2583,Mais,400,0.5,SARE BITEYE,15,44,50.0,12.9178856,-15.0082584
6002,2583,Mil,850,1.0,SARE BITEYE,15,44,50.0,12.9178856,-15.0082584
6003,2584,Riz,900,1.0,Sinthiang mali,4,57,6.0,37.974424,-122.5364565
6004,2585,Mil,600,2.0,Poram peulh,9,74,5.0,15.574553,-14.804016
6005,2586,Arachide,900,3.0,Mbeye,6,45,56.0,14.8264176,-17.2110507
6006,2586,Mil,0,1.0,Mbeye,6,45,56.0,14.8264176,-17.2110507
6007,2586,Niebe,0,2.0,Mbeye,6,45,56.0,14.8264176,-17.2110507
6008,2587,Mais,250,0.5,Ebarack,13,43,6.0,40.7794366,-73.963244
6009,2587,Riz,1750,0.5,Ebarack,13,43,6.0,40.7794366,-73.963244
6010,2588,Arachide,500,0.899999976,Leona,4,75,9.0,15.7199304,-16.4626734
6011,2588,Mil,1080,1.5,Leona,4,75,9.0,15.7199304,-16.4626734
6012,2589,Arachide,500,3.0,Khourou loumby,10,55,54.0,14.4415617,-15.8290298
6013,2589,Mil,400,2.0,Khourou loumby,10,55,54.0,14.4415617,-15.8290298
6014,2590,Arachide,600,1.0,Bandoulou Toucouleur,18,43,49.0,14.406261,-16.9595905
6015,2590,Mais,500,0.5,Bandoulou Toucouleur,18,43,49.0,14.406261,-16.9595905
6016,2590,Mil,800,1.0,Bandoulou Toucouleur,18,43,49.0,14.406261,-16.9595905
6017,2590,Pasteque,5000,0.5,Bandoulou Toucouleur,18,43,49.0,14.406261,-16.9595905
6018,2591,Mais,975,1.25,Pelele Kindessa,20,70,42.0,12.3735906,-12.3836197
6019,2591,Riz,450,0.5,Pelele Kindessa,20,70,42.0,12.3735906,-12.3836197
6020,2592,Mais,650,0.75,IBEL,9,40,42.0,12.5128679,-12.381681
6021,2592,Riz,500,0.75,IBEL,9,40,42.0,12.5128679,-12.381681
6022,2593,Arachide,650,1.5,Diake  Samba,25,70,49.0,14.266667,-15.75
6023,2593,Bissap,70,1.0,Diake  Samba,25,70,49.0,14.266667,-15.75
6024,2593,Mais,250,1.0,Diake  Samba,25,70,49.0,14.266667,-15.75
6025,2593,Mil,600,2.0,Diake  Samba,25,70,49.0,14.266667,-15.75
6026,2593,Niebe,150,1.5,Diake  Samba,25,70,49.0,14.266667,-15.75
6027,2593,Pasteque,2500,1.0,Diake  Samba,25,70,49.0,14.266667,-15.75
6028,2594,Mais,360,2.0,Kamb,3,60,9.0,15.533333,-15.433333
6030,2596,Arachide,6100,11.0,Bamba thialene,16,62,48.0,13.8,-14.6167
6031,2596,Mais,4500,9.0,Bamba thialene,16,62,48.0,13.8,-14.6167
6032,2596,Mil,2800,7.0,Bamba thialene,16,62,48.0,13.8,-14.6167
6033,2597,Riz,3680,0.5,Gae,4,41,54.0,16.578735,-15.450624
6034,2598,Mais,400,0.458799988,Sinthiang Diouma,7,22,50.0,14.774882,-16.949684
6035,2598,Mil,600,0.828100026,Sinthiang Diouma,7,22,50.0,14.774882,-16.949684
6036,2599,Mil,50,0.25,Galoyabe,9,83,20.0,16.0717776,-13.8549591
6037,2599,Sorgho,125,0.5,Galoyabe,9,83,20.0,16.0717776,-13.8549591
6040,2601,Mil,400,2.5,Poultock,10,42,35.0,14.418073,-16.695753
6046,2604,Arachide,700,1.5,Ndiayene,11,50,42.0,14.819376,-16.445772
6047,2604,Mais,500,1.0,Ndiayene,11,50,42.0,14.819376,-16.445772
6048,2604,Mil,500,1.0,Ndiayene,11,50,42.0,14.819376,-16.445772
6049,2604,Niebe,0,0.5,Ndiayene,11,50,42.0,14.819376,-16.445772
6055,2606,Arachide,200,1.0,Darou Ndiaye,5,32,52.0,15.0,-16.416667
6056,2606,Mil,400,1.0,Darou Ndiaye,5,32,52.0,15.0,-16.416667
6057,2606,Niebe,100,1.0,Darou Ndiaye,5,32,52.0,15.0,-16.416667
6058,2607,Arachide,2700,9.0,Bamba thialene,14,57,48.0,13.8,-14.6167
6059,2607,Mais,2800,5.0,Bamba thialene,14,57,48.0,13.8,-14.6167
6060,2607,Mil,1600,4.0,Bamba thialene,14,57,48.0,13.8,-14.6167
6061,2608,Arachide,2000,1.0,Niahene,12,50,42.0,14.0237471,-15.1873049
6062,2608,Bissap,50,1.0,Niahene,12,50,42.0,14.0237471,-15.1873049
6063,2608,Mais,600,1.0,Niahene,12,50,42.0,14.0237471,-15.1873049
6064,2608,Mil,800,1.0,Niahene,12,50,42.0,14.0237471,-15.1873049
6065,2608,Sorgho,50,1.0,Niahene,12,50,42.0,14.0237471,-15.1873049
6066,2609,Riz,3052,0.304509997,Elinkine,6,32,30.0,12.5072598,-16.6630268
6067,2610,Arachide,750,0.5,Badiana,9,53,56.0,12.9161429,-16.4361702
6068,2610,Riz,400,0.400000006,Badiana,9,53,56.0,12.9161429,-16.4361702
6069,2611,Mais,970,1.0,Bissassou santo,6,66,8.0,12.584183,-15.424447
6070,2611,Patate douce,3600,1.0,Bissassou santo,6,66,8.0,12.584183,-15.424447
6071,2611,Riz,2500,1.0,Bissassou santo,6,66,8.0,12.584183,-15.424447
6072,2612,Arachide,2000,5.192399979,Koussanar Soce,12,34,42.0,14.497401,-14.452362
6073,2613,Arachide,600,2.0,Mbediare,7,39,43.69523604688676,41.5661821,-87.5363015
6074,2613,Mil,700,1.0,Mbediare,7,39,43.69523604688676,41.5661821,-87.5363015
6075,2613,Niebe,500,1.0,Mbediare,7,39,43.69523604688676,41.5661821,-87.5363015
6076,2614,Arachide,1250,1.0,Afia bacary demba,8,32,56.0,14.7107147,-17.4584434
6077,2614,Mais,70,0.5,Afia bacary demba,8,32,56.0,14.7107147,-17.4584434
6078,2614,Riz,120,0.25,Afia bacary demba,8,32,56.0,14.7107147,-17.4584434
6079,2615,Bissap,125,0.5,Mboul,9,57,54.0,14.4228422,-16.9653756
6080,2616,Riz,1300,2.0,Kandialon,6,70,43.69523604688676,47.85058919999999,-122.2865561
6081,2616,Sorgho,260,1.5,Kandialon,6,70,43.69523604688676,47.85058919999999,-122.2865561
6082,2617,Riz,4000,0.430000007,Ronkh,4,40,30.0,16.2774313,-16.1389809
6083,2618,Mil,525,1.0,Nguedj,7,47,30.0,14.01991,-16.766485
6084,2619,Mais,400,0.886799991,Wassadou,8,60,43.69523604688676,12.7492732,-14.1596776
6088,2621,Arachide,200,1.0,Manconomba,8,55,49.0,14.7561322,-17.4567048
6089,2621,Mais,50,1.0,Manconomba,8,55,49.0,14.7561322,-17.4567048
6090,2621,Mil,200,2.0,Manconomba,8,55,49.0,14.7561322,-17.4567048
6091,2622,Mais,1000,1.0,Padalal,31,60,8.0,15.343811,-12.936265
6092,2622,Sorgho,400,0.436399996,Padalal,31,60,8.0,15.343811,-12.936265
6093,2623,Arachide,6400,9.0,Coura mouride,10,50,49.0,14.497401,-14.452362
6094,2623,Mais,200,1.0,Coura mouride,10,50,49.0,14.497401,-14.452362
6095,2623,Mil,2000,5.0,Coura mouride,10,50,49.0,14.497401,-14.452362
6096,2623,Sorgho,1500,3.0,Coura mouride,10,50,49.0,14.497401,-14.452362
6097,2624,Arachide,300,0.904522538,Khourou loumby,8,54,45.0,14.4415617,-15.8290298
6098,2624,Mil,100,0.5,Khourou loumby,8,54,45.0,14.4415617,-15.8290298
6099,2624,Sorgho,50,0.333333343,Khourou loumby,8,54,45.0,14.4415617,-15.8290298
6107,2628,Mais,50,0.029999999,Koundioundou,13,47,72.0,14.7547111,-17.4736087
6108,2628,Riz,600,0.409999996,Koundioundou,13,47,72.0,14.7547111,-17.4736087
6109,2629,Mil,90,0.5,Danthiady,12,72,16.0,15.5261,-13.3977
6110,2630,Arachide,500,1.0,Dayane gassel,5,78,49.0,14.433333,-15.816667
6111,2630,Mais,200,1.0,Dayane gassel,5,78,49.0,14.433333,-15.816667
6112,2630,Mil,400,4.0,Dayane gassel,5,78,49.0,14.433333,-15.816667
6113,2630,Niebe,50,1.0,Dayane gassel,5,78,49.0,14.433333,-15.816667
6114,2631,Niebe,150,1.5,PIRE  GOUREYE,8,65,43.69523604688676,15.0123286,-16.7323097
6115,2632,Arachide,500,11.0,Marina ndiaye,10,70,90.0,15.517834,-16.5149769
6116,2632,Niebe,800,11.0,Marina ndiaye,10,70,90.0,15.517834,-16.5149769
6117,2633,Arachide,500,1.0,Thiofior,15,40,97.0,14.1864516,-16.6586052
6118,2633,Mais,350,1.0,Thiofior,15,40,97.0,14.1864516,-16.6586052
6119,2633,Mil,770,2.0,Thiofior,15,40,97.0,14.1864516,-16.6586052
6120,2634,Arachide,2500,2.0,Nguick,12,77,43.69523604688676,15.82137,-16.181021
6121,2634,Mais,600,1.0,Nguick,12,77,43.69523604688676,15.82137,-16.181021
6122,2634,Mil,3500,2.0,Nguick,12,77,43.69523604688676,15.82137,-16.181021
6123,2634,Niebe,500,1.0,Nguick,12,77,43.69523604688676,15.82137,-16.181021
6124,2635,Arachide,5000,5.0,Keur sarokhy,29,75,43.69523604688676,14.908855,-15.771968
6125,2635,Mais,400,3.0,Keur sarokhy,29,75,43.69523604688676,14.908855,-15.771968
6126,2635,Mil,800,3.0,Keur sarokhy,29,75,43.69523604688676,14.908855,-15.771968
6127,2635,Niebe,100,2.0,Keur sarokhy,29,75,43.69523604688676,14.908855,-15.771968
6128,2636,Arachide,1100,1.25,Médina gounass,25,81,12.0,13.146617,-13.752088
6129,2636,Mais,1500,1.0,Médina gounass,25,81,12.0,13.146617,-13.752088
6130,2637,Arachide,1200,3.0,Keur yoro khodio,16,58,49.0,14.7238506,-16.943389
6131,2637,Mil,1200,3.0,Keur yoro khodio,16,58,49.0,14.7238506,-16.943389
6135,2639,Arachide,600,1.0,NDIEDE,6,60,48.0,16.167032,-16.191175
6136,2639,Mil,500,1.0,NDIEDE,6,60,48.0,16.167032,-16.191175
6137,2639,Niebe,70,1.0,NDIEDE,6,60,48.0,16.167032,-16.191175
6138,2640,Arachide,700,1.0,Keur makatim,12,40,72.0,14.908855,-15.771968
6139,2640,Mais,400,0.5,Keur makatim,12,40,72.0,14.908855,-15.771968
6140,2640,Mil,1000,1.0,Keur makatim,12,40,72.0,14.908855,-15.771968
6144,2642,Arachide,100,1.0,Bokh,7,65,60.0,14.7567,-16.6107
6145,2642,Mil,300,2.0,Bokh,7,65,60.0,14.7567,-16.6107
6146,2643,Arachide,750,0.800000012,Diakene Diola,5,58,42.0,12.442911,-16.6279429
6147,2643,Riz,150,0.400000006,Diakene Diola,5,58,42.0,12.442911,-16.6279429
6148,2644,Niebe,40,0.600000024,NOTTO GOUYE DIAMA,10,65,42.0,14.993048,-17.005227
6149,2645,Arachide,2500,3.0,Ndramé,3,81,3.0,15.178288,-15.559558
6150,2645,Mil,1250,1.0,Ndramé,3,81,3.0,15.178288,-15.559558
6151,2645,Niebe,450,7.0,Ndramé,3,81,3.0,15.178288,-15.559558
6152,2646,Mais,100,0.25,Samba colo,10,57,6.0,14.2228,-12.3811
6153,2646,Mil,200,1.0,Samba colo,10,57,6.0,14.2228,-12.3811
6157,2648,Mil,300,1.0,Poram Lathie,3,22,42.0,15.574553,-14.804016
6160,2650,Arachide,3450,7.0,Boulal,12,47,12.0,15.25,-14.1
6161,2650,Niebe,1500,6.0,Boulal,12,47,12.0,15.25,-14.1
6162,2650,Pasteque,2500,3.0,Boulal,12,47,12.0,15.25,-14.1
6163,2651,Arachide,600,1.0,Missira Demba,9,45,49.0,13.5238459,-13.511882
6164,2651,Mil,150,1.0,Missira Demba,9,45,49.0,13.5238459,-13.511882
6165,2651,Riz,100,0.5,Missira Demba,9,45,49.0,13.5238459,-13.511882
6168,2653,Arachide,600,2.0,Naide,8,50,40.0,14.973457,-15.878181
6169,2653,Mil,1000,3.0,Naide,8,50,40.0,14.973457,-15.878181
6170,2653,Niebe,75,0.5,Naide,8,50,40.0,14.973457,-15.878181
6171,2654,Arachide,1500,4.0,Ndame LO,8,38,49.0,15.892493,-15.901859
6172,2654,Mil,0,4.0,Ndame LO,8,38,49.0,15.892493,-15.901859
6173,2655,Arachide,1200,2.0,Gaina Mbar,10,60,52.0,14.697239,-15.646563
6174,2655,Bissap,1000,2.0,Gaina Mbar,10,60,52.0,14.697239,-15.646563
6175,2655,Mais,100,0.5,Gaina Mbar,10,60,52.0,14.697239,-15.646563
6176,2655,Mil,1000,2.0,Gaina Mbar,10,60,52.0,14.697239,-15.646563
6177,2655,Niebe,200,1.5,Gaina Mbar,10,60,52.0,14.697239,-15.646563
6178,2655,Sorgho,1200,2.0,Gaina Mbar,10,60,52.0,14.697239,-15.646563
6179,2655,Tomate,500,1.0,Gaina Mbar,10,60,52.0,14.697239,-15.646563
6180,2656,Niebe,200,0.5,Keur mousseu,17,63,43.69523604688676,14.7802142,-17.1159605
6181,2657,Arachide,2000,2.0,Ndiorol Birane Diop,16,37,78.0,15.517146,-16.465782
6182,2657,Mil,700,2.0,Ndiorol Birane Diop,16,37,78.0,15.517146,-16.465782
6185,2659,Sorgho,100,0.25,Kanel,8,50,8.0,15.4884265,-13.1754767
6186,2660,Arachide,300,8.0,Kadji,14,67,49.0,15.4603765,-15.0579333
6187,2660,Mil,600,4.0,Kadji,14,67,49.0,15.4603765,-15.0579333
6188,2660,Niebe,50,0.75,Kadji,14,67,49.0,15.4603765,-15.0579333
6189,2660,Pasteque,7500,3.0,Kadji,14,67,49.0,15.4603765,-15.0579333
6190,2661,Arachide,0,2.0,Gassane,7,35,56.0,14.8206267,-15.2926308
6191,2661,Mais,50,1.0,Gassane,7,35,56.0,14.8206267,-15.2926308
6192,2661,Niebe,40,1.0,Gassane,7,35,56.0,14.8206267,-15.2926308
6196,2663,Arachide,600,0.600000024,Demizine,7,56,54.0,15.6126361,-13.2300874
6197,2664,Arachide,150,3.0,Mbafaye,8,51,35.0,14.426406,-16.40464
6198,2664,Mil,1850,3.0,Mbafaye,8,51,35.0,14.426406,-16.40464
6199,2664,Niebe,100,1.0,Mbafaye,8,51,35.0,14.426406,-16.40464
6200,2664,Sorgho,120,1.0,Mbafaye,8,51,35.0,14.426406,-16.40464
