id_men,culture_label,production_kg,superficie
3491,Arachide,4500,6
3491,Mil,1500,4
3492,Arachide,2000,3
3492,Mil,1500,2
3492,Niebe,250,2
3493,Arachide,800,1
3493,Mil,600,1
3494,Arachide,2500,3
3494,Mais,800,4
3494,Mil,2000,4
3494,Niebe,100,0.5
3494,Sorgho,1500,4
3495,Arachide,1000,1.5
3495,Mais,50,1
3495,Mil,1020,1.5
3496,Arachide,3500,5
3496,Mais,1900,4
3496,Mil,2000,4
3496,Sesame,300,1
3497,Arachide,2500,3
3497,Mil,1500,2
3497,Niebe,1000,2
3498,Riz,500,1
3498,Sesame,100,1
3499,Arachide,0,0.5
3500,Arachide,230,2
3500,Manioc,300,1.5
3500,Niebe,150,1
3501,Riz,32000,4
3502,Mil,400,1
3503,Arachide,1000,3
3503,Mil,200,4
3504,Manioc,6200,1
3505,Arachide,1800,3
3505,Mil,1200,2
3506,Arachide,500,1.5
3506,Mil,700,6
3506,Niebe,1200,4
3507,Arachide,1500,5
3507,Mais,400,2
3507,Mil,1000,3
3508,Arachide,500,2
3508,Mil,150,1
3509,Sorgho,0,0.200000003
3510,Arachide,1100,2.299999952
3510,Mais,1200,1.600000024
3510,Riz,150,0.25
3510,Sorgho,1100,1.399999976
3511,Arachide,1800,3
3511,Mil,400,1
3512,Arachide,890,2
3512,Mais,540,2
3512,Mil,1200,3
3513,Arachide,1500,2
3513,Mil,600,1
3514,Mais,500,0.5
3514,Mil,100,3
3514,Sorgho,300,1
3515,Mais,700,1
3515,Pasteque,2500,1
3515,Riz,250,1
3516,Mil,150,1.200000048
3517,Arachide,0,1.5
3517,Mil,600,1.5
3518,Riz,200,0.550000012
3519,Niebe,100,0.300000012
3520,Mais,400,1.5
3520,Mil,500,1.5
3521,Arachide,3000,4
3521,Mais,600,1
3521,Mil,2000,3
3521,Sorgho,300,1.5
3522,Arachide,100,1
3522,Mil,700,2
3522,Niebe,100,1
3523,Riz,1140,1
3524,Arachide,650,2
3524,Mais,150,1
3524,Mil,200,2
3524,Riz,100,1
3525,Arachide,1000,0.676100016
3525,Mil,1120,2.121999979
3526,Arachide,3000,3
3526,Mil,1500,2
3526,Niebe,700,2
3527,Mais,900,1
3528,Riz,241,0.210710004
3529,Arachide,7000,2
3529,Mil,1500,2
3530,Mais,90,1
3530,Mil,100,1
3531,Niebe,15,0.150000006
3531,Sorgho,490,0.400000006
3532,Riz,300,0.800000012
3533,Arachide,2000,4
3533,Mil,1750,4
3533,Niebe,300,2
3534,Mil,1360,2
3535,Arachide,300,1
3535,Mil,150,1
3536,Arachide,750,5
3536,Mil,900,1
3536,Niebe,200,3
3537,Arachide,600,1.5
3537,Mais,55,0.5
3537,Sorgho,120,0.25
3538,Arachide,550,1.5
3538,Mais,309,0.75
3538,Mil,550,1.5
3539,Arachide,100,0.179700002
3539,Mil,1000,0.272799999
3540,Mil,500,1.5
3540,Niebe,200,0.5
3541,Arachide,20,0.5
3542,Arachide,600,2
3542,Mais,400,2
3542,Mil,300,2
3543,Arachide,780,1
3543,Mais,1130,1.5
3543,Riz,175,0.5
3543,Sorgho,640,0.75
3544,Mil,60,1
3545,Riz,402,0.352219999
3546,Arachide,600,1
3546,Riz,250,0.200000003
3547,Arachide,350,3
3547,Mais,100,0.25
3547,Riz,550,3
3548,Arachide,1000,1
3548,Mais,200,1
3548,Mil,400,2
3549,Arachide,0,3
3549,Mil,0,2
3549,Niebe,0,1
3550,Arachide,2500,8
3550,Mil,600,2.5
3550,Niebe,200,0.5
3551,Riz,1900,0.5
3552,Arachide,1500,2
3552,Mais,600,1
3552,Mil,300,3
3552,Sorgho,150,1
3553,Mil,100,1.299999952
3553,Niebe,280,8.199999809
3554,Arachide,3000,2
3555,Arachide,1000,0.502200007
3555,Mil,750,3
3556,Arachide,4000,5
3556,Mais,200,1
3556,Mil,500,1
3557,Mil,500,0.875999987
3557,Niebe,50,0.321200013
3558,Arachide,400,1
3558,Niebe,1000,1
3559,Arachide,750,1
3559,Mil,1000,2
3560,Bissap,176,0.150000006
3560,Gombo,450,0.25
3560,Riz,280,0.349999994
3561,Pasteque,2500,0.360000014
3561,Riz,21,0.100000001
3562,Arachide,500,2
3562,Mais,50,1
3562,Mil,0,1
3563,Pasteque,550,0.25
3563,Riz,50,0.100000001
3564,Riz,150,1
3565,Arachide,4000,8
3565,Mais,300,1
3565,Mil,3000,6
3565,Pasteque,9334,2
3566,Arachide,800,2
3566,Mais,250,0.5
3566,Mil,1000,2
3567,Arachide,250,1.5
3568,Arachide,2000,6
3568,Mais,800,4
3568,Mil,2000,5
3568,Sorgho,1000,4
3568,Sesame,300,0.079999998
3569,Arachide,150,0.25
3569,Mais,525,0.5
3569,Mil,325,0.75
3569,Riz,150,0.25
3569,Sorgho,215,0.5
3570,Arachide,1120,2.5
3570,Mais,175,0.75
3570,Mil,425,0.75
3570,Riz,260,0.5
3570,Sorgho,255,0.5
3571,Arachide,3000,2
3571,Mil,1440,2
3571,Niebe,360,1
3572,Arachide,1500,2
3572,Mil,21,0.079999998
3572,Sorgho,11,0.050000001
3573,Arachide,100,0.25
3574,Riz,500,0.412699997
3575,Sorgho,100,0.5
3576,Arachide,2500,2
3576,Mais,480,1
3576,Mil,744,2
3577,Arachide,1250,1.014000058
3577,Mais,750,0.817900002
3577,Sorgho,520,0.336199999
3578,Arachide,600,1.5
3578,Mil,400,1.5
3579,Arachide,400,1
3579,Mais,300,2
3579,Mil,500,2
3580,Oignon,200,0.300000012
3581,Arachide,200,1
3581,Mil,300,2
3582,Arachide,600,1
3582,Mais,500,1
3582,Riz,350,1
3583,Arachide,1000,2
3583,Mil,700,2
3584,Niebe,300,1.5
3585,Arachide,300,1.5
3585,Mais,300,1
3586,Arachide,200,0.330000013
3586,Mil,1900,4
3586,Niebe,120,0.230000004
3587,Arachide,750,0.5
3587,Riz,800,0.699999988
3588,Arachide,500,2
3588,Mil,950,2
3589,Mil,1700,4.434782505
3590,Arachide,1500,4
3590,Mais,50,1
3590,Mil,1050,4
3591,Arachide,300,1.75
3591,Niebe,50,0.75
3591,Riz,0,1
3592,Arachide,2500,2
3592,Mais,400,1.5
3592,Niebe,150,0.5
3592,Riz,800,2
3593,Arachide,650,0.800000012
3593,Mais,1700,1
3594,Arachide,500,1.5
3594,Mil,700,1.5
3594,Niebe,50,1
3595,Arachide,200,0.610000014
3595,Mais,396,0.959999979
3595,Riz,61,0.170000002
3596,Niebe,60,0.5
3596,Riz,8000,1
3597,Arachide,7750,7
3597,Mais,600,3
3597,Mil,500,2
3597,Riz,500,1
3598,Mais,300,0.5
3599,Arachide,150,1
3599,Mil,250,2.5
3600,Mais,1000,1
3600,Manioc,300,0.5
3600,Riz,980,1
3601,Arachide,300,1
3601,Mil,1110,2
3602,Arachide,500,0.5
3602,Mil,250,0.5
3603,Mais,100,1
3603,Mil,400,1
3603,Niebe,50,1
3604,Riz,200,0.25
3605,Arachide,1500,4
3605,Mais,400,1
3605,Mil,1200,4
3606,Arachide,145,3
3606,Mil,0,2
3606,Niebe,140,4
3607,Arachide,750,0.613059998
3607,Mil,1000,0.832480013
3608,Arachide,250,1
3608,Mais,150,1
3608,Mil,200,1
3609,Arachide,150,1.600000024
3609,Mil,200,1.5
3610,Arachide,700,1
3610,Mil,350,2
3611,Arachide,0,1
3611,Mil,0,1
3611,Niebe,50,1
3612,Arachide,600,1
3612,Mil,1500,1
3613,Arachide,1300,2
3613,Mil,1000,2
3614,Arachide,2800,3.126699924
3614,Mais,2000,1.858199954
3614,Sorgho,800,1.398599982
3615,Mais,450,0.5
3616,Arachide,2500,2
3616,Mais,400,1
3616,Mil,2000,2
3617,Arachide,240,1.059999943
3617,Mais,0,0.779999971
3617,Riz,29,0.079999998
3618,Arachide,300,2.5
3618,Mil,70,2.5
3619,Riz,800,1
3620,Arachide,1000,1
3620,Mais,900,1
3620,Mil,750,1
3621,Mil,150,0.5
3621,Riz,350,0.300000012
3622,Arachide,308,0.798518479
3622,Mil,600,1.565217376
3623,Arachide,7000,9
3623,Mais,600,1
3623,Mil,2800,3
3624,Arachide,300,1
3624,Mil,250,1
3625,Arachide,2500,3
3625,Mil,1500,2
3625,Riz,500,1
3625,Sesame,600,1
3626,Arachide,1400,2
3626,Mil,140,2
3627,Arachide,50,0.600000024
3627,Mil,300,1.200000048
3627,Niebe,100,0.129999995
3628,Niebe,60,1
3629,Niebe,50,1
3630,Sorgho,350,0.5
3631,Arachide,800,2
3631,Mil,600,1
3632,Arachide,550,2
3632,Mais,350,1.5
3632,Sorgho,600,2.5
3633,Arachide,350,1.5
3633,Mil,1000,2.5
3633,Niebe,50,0.200000003
3634,Arachide,300,2
3634,Mil,600,2
3635,Arachide,1260,1.5
3636,Mil,700,0.463
3637,Arachide,800,1
3637,Mil,600,1
3638,Mais,15,0.150000006
3638,Riz,30,0.100000001
3639,Arachide,180,0.25
3639,Mais,250,1
3639,Sorgho,300,1.200000048
3640,Arachide,400,1.299999952
3640,Mil,600,1.600000024
3641,Arachide,950,1
3641,Mais,1500,2
3641,Sorgho,1900,2
3642,Arachide,500,3
3642,Mais,150,1
3643,Arachide,300,1.5
3643,Mil,200,5
3643,Niebe,800,4
3644,Arachide,600,1
3644,Mil,600,1
3644,Niebe,70,1
3645,Arachide,250,1
3645,Fonio,4000,5
3645,Mais,2000,5
3645,Mil,1250,5
3646,Arachide,1350,1
3646,Mil,200,1
3647,Arachide,580,1.5
3647,Mil,700,2
3647,Pasteque,45,0.5
3648,Arachide,1850,1
3648,Mais,1500,1
3648,Riz,500,1
3649,Fonio,500,1.5
3649,Mais,500,1
3649,Mil,800,1
3650,Riz,870,2.5
3651,Arachide,0,1
3651,Mil,300,1
3652,Arachide,80,0.66140002
3652,Mais,350,0.370999992
3652,Sorgho,100,0.545000017
3653,Arachide,900,2
3653,Mais,3,0.0075
3654,Arachide,1000,2
3654,Mais,900,2
3654,Mil,1000,2
3655,Arachide,300,1
3655,Mil,1400,2
3656,Mil,300,2
3657,Arachide,275,1
3657,Mil,350,1
3658,Mil,800,0.744099975
3658,Sorgho,560,0.5
3659,Arachide,400,1
3659,Mil,4000,8
3660,Arachide,1200,1
3660,Mais,950,1
3660,Riz,2000,1
3661,Arachide,5200,2
3661,Mais,5200,2
3662,Arachide,1800,5
3662,Mil,1000,3
3662,Niebe,350,1
3663,Arachide,200,0.200000003
3663,Riz,300,0.550000012
3664,Arachide,3500,4
3664,Mil,2500,3
3664,Niebe,600,3
3666,Sorgho,150,0.374500006
3667,Arachide,800,1.163636327
3667,Mil,460,0.862500012
3667,Sesame,300,1
3668,Arachide,500,1
3668,Riz,1500,2
3669,Niebe,50,2
3670,Niebe,143,1
3671,Mais,2000,3
3671,Sorgho,1500,2
3672,Arachide,1200,3
3672,Mais,100,1
3672,Mil,800,2.5
3672,Niebe,80,1
3672,Sorgho,500,2
3673,Arachide,350,1.5
3674,Arachide,2000,4
3674,Mais,1100,3
3674,Mil,1000,3
3675,Arachide,500,0.300000012
3675,Niebe,100,0.100000001
3675,Riz,700,0.649999976
3676,Arachide,4000,6
3676,Mil,4000,6
3677,Arachide,5000,0.5
3677,Sorgho,5600,1.5
3678,Arachide,1000,1.5
3678,Manguiers,2000,1.5
3678,Manioc,300,0.5
3678,Mil,2000,2
3679,Arachide,315,1
3679,Mil,700,2
3680,Mil,300,2
3681,Mais,35,0.100000001
3681,Riz,440,0.25
3682,Arachide,600,2.5
3682,Mil,400,1.5
3682,Niebe,70,0.5
3683,Arachide,350,0.400000006
3683,Mais,600,0.5
3684,Mil,1000,8
3684,Niebe,450,1
3685,Arachide,1000,2
3685,Mil,800,2
3686,Arachide,0,0.180000007
3687,Arachide,600,2
3687,Mil,400,2
3688,Niebe,100,2
3689,Arachide,7000,22
3689,Mais,250,0.5
3689,Mil,1200,3
3690,Arachide,200,0.75
3690,Fonio,50,0.25
3690,Mais,150,1
3691,Mil,650,12
3691,Niebe,100,2
3692,Arachide,500,3
3692,Mil,1900,4
3693,Riz,375,0.5
3694,Mil,200,1
3695,Arachide,1450,14
3695,Mil,1100,5
3695,Niebe,9000,4
3696,Arachide,250,0.25
3696,Mais,300,0.25
3697,Arachide,2200,2.5
3697,Mais,700,1
3697,Riz,1200,1.5
3698,Arachide,1000,4
3698,Mil,100,4
3698,Niebe,30,1
3699,Arachide,1000,1.702100039
3699,Mais,0,0.683700025
3700,Mil,220,0.200000003
3701,Mil,250,2
3702,Arachide,700,3
3702,Mais,700,1
3702,Mil,200,1
3702,Sorgho,150,1
3703,Arachide,11000,5.5
3703,Mais,2300,3
3703,Mil,4600,5
3704,Arachide,200,2
3704,Mil,500,2
3704,Sorgho,200,2
3705,Arachide,850,0.649999976
3706,Arachide,1400,2.5
3706,Mil,2100,3
3707,Arachide,350,0.5
3707,Mais,1000,1.419999957
3707,Sorgho,2000,1.070000052
3708,Arachide,500,5
3708,Niebe,150,1
3709,Arachide,2508,3
3709,Mais,450,1.105800033
3709,Pasteque,2000,1
3710,Riz,750,0.6523
3711,Arachide,2000,4
3711,Mil,100,1
3711,Sorgho,600,1
3712,Arachide,500,1
3712,Mil,800,1
3713,Arachide,3000,3
3713,Mais,700,1
3713,Mil,1200,1.5
3713,Sorgho,1000,1.5
3714,Niebe,35,0.300000012
3714,Riz,400,0.699999988
3715,Mais,200,1
3716,Arachide,500,1
3717,Riz,2400,3
3718,Arachide,0,2
3718,Mais,100,1
3719,Arachide,750,1.5
3719,Mil,800,1.5
3719,Niebe,85,1
3720,Mais,50,0.240999997
3720,Sorgho,50,0.173600003
3721,Arachide,2000,4
3721,Mais,1400,4
3721,Mil,1200,2
3721,Sorgho,600,2
3721,Sesame,200,0.050000001
3722,Arachide,2200,4
3722,Mais,4000,5
3722,Mil,1200,3
3722,Riz,200,1
3723,Arachide,400,1
3723,Mil,900,1.399999976
3723,Niebe,50,0.100000001
3724,Arachide,800,3.299999952
3724,Mil,1000,3.799999952
3724,Niebe,100,0.699999988
3725,Arachide,0,1
3726,Arachide,300,1
3726,Mais,700,1
3726,Riz,1000,1
3727,Arachide,100,1
3727,Mil,600,2
3727,Niebe,80,1
3728,Fonio,500,0.25
3728,Mais,550,0.5
3729,Arachide,1200,2
3729,Mais,150,1
3729,Mil,800,2
3730,Riz,150,0.300000012
3731,Riz,25000,4
3732,Mil,500,0.439999998
3734,Arachide,400,5
3734,Mil,720,6
3735,Arachide,1000,3
3735,Mil,400,2
3735,Sorgho,100,1
3736,Riz,3500,2
3737,Arachide,5484,2
3738,Arachide,250,0.400000006
3738,Mil,150,0.300000012
3738,Niebe,100,0.100000001
3738,Riz,800,0.699999988
3739,Arachide,450,2
3739,Mil,350,1
3740,Arachide,100,0.300000012
3740,Mil,150,0.600000024
3741,Arachide,450,1
3742,Arachide,7000,5.907100201
3742,Mil,900,3.014199972
3742,Riz,400,2.428999901
3743,Arachide,500,3
3743,Mil,400,5
3743,Niebe,300,1
3744,Arachide,1000,1
3744,Mil,1800,1
3745,Riz,1260,0.400000006
3746,Arachide,1950,5
3746,Mil,2000,6
3747,Arachide,350,4
3748,Arachide,750,8
3748,Mil,400,4
3748,Niebe,300,1
3749,Arachide,440,0.25
3749,Mais,435,0.25
3750,Bissap,1,0.00142
3751,Riz,2500,1.5
3752,Arachide,200,1.600000024
3753,Arachide,1200,2.460900068
3753,Mais,900,1.427099943
3754,Arachide,15000,7.840000153
3754,Mil,1500,5.25
3754,Niebe,90,0.5
3755,Arachide,1900,2
3755,Mil,1000,2
3756,Riz,700,0.550000012
3757,Menthe,1000,0.5
3758,Arachide,200,1
3758,Mil,600,1
3758,Niebe,90,1
3759,Arachide,900,1
3759,Mil,70,2.5
3760,Arachide,800,2
3760,Mais,700,1.5
3760,Mil,900,2
3761,Arachide,1500,1.748700023
3761,Sorgho,600,1.629400015
3762,Mil,200,2.5
3762,Sorgho,200,1
3763,Sorgho,0,0.5
3764,Arachide,150,1.5
3764,Mil,50,1
3764,Sorgho,75,0.5
3765,Arachide,800,0.75
3765,Mais,1700,1
3765,Sorgho,700,0.75
3766,Arachide,2000,4
3766,Mais,300,1
3766,Mil,500,2
3766,Sesame,75,1
3767,Arachide,502,1
3767,Mais,493,0.5
3768,Arachide,100,0.351799995
3768,Mais,200,0.644500017
3769,Arachide,650,2
3769,Mais,550,2
3770,Arachide,400,1
3771,Arachide,1400,2
3771,Mil,800,2
3772,Arachide,730,2.339999914
3772,Mais,400,0.5
3772,Sorgho,400,1
3773,Arachide,605,1
3773,Mil,171,0.5
3773,Niebe,270,0.5
3774,Mil,180,0.800000012
3774,Niebe,80,0.400000006
3775,Mais,7500,5
3775,Riz,8000,5
3776,Mil,150,1.5
3777,Arachide,1500,4
3777,Mais,150,1
3777,Mil,1000,4
3777,Niebe,100,1
3778,Mais,1100,2
3778,Mil,1500,2
3778,Sorgho,1300,2
3779,Arachide,200,2
3779,Mil,150,3.5
3779,Niebe,100,0.5
3779,Pasteque,4000,1.5
3780,Arachide,800,2
3780,Mil,580,2.5
3780,Riz,450,2
3781,Arachide,700,1
3781,Mais,800,1
3781,Mil,900,1
3782,Arachide,1000,1
3782,Mais,250,0.5
3782,Riz,400,1
3783,Mais,400,0.75
3783,Mil,600,1
3784,Mil,0,7.5
3785,Arachide,7000,5
3785,Mil,4000,3
3786,Mil,700,1
3786,Niebe,80,2
3786,Pasteque,350,2
3787,Arachide,158,0.350199997
3788,Arachide,1800,3
3788,Mais,800,1
3788,Mil,1300,2
3789,Arachide,1100,4
3789,Mil,400,2
3790,Arachide,700,3
3790,Mil,3500,2
3790,Niebe,600,2
3791,Riz,2000,0.5
3792,Arachide,900,1.5
3792,Mil,1500,2
3792,Niebe,800,1
3793,Arachide,1800,3
3793,Mais,400,1
3793,Mil,2100,4
3793,Sorgho,500,4.5
3793,Sesame,250,1.5
3794,Arachide,100,1
3794,Mais,0,1
3795,Arachide,60,1
3795,Niebe,750,3
3796,Arachide,400,0.75
3797,Arachide,3200,3
3797,Mil,1500,2
3798,Arachide,750,1.5
3798,Mil,750,1.899999976
3798,Niebe,200,0.699999988
3799,Arachide,107,2
3799,Mil,800,2.5
3799,Niebe,40,0.5
3800,Mais,250,1
3801,Niebe,0,0.5
3802,Arachide,75,0.5
3802,Mil,15,0.5
3803,Arachide,200,0.5
3803,Mais,100,0.25
3803,Mil,150,0.25
3803,Sorgho,200,0.5
3804,Arachide,850,2
3804,Mil,1200,3
3805,Arachide,250,2
3805,Mil,750,5
3806,Aubergine,1000,0.25
3806,Diakhatou,1000,0.25
3807,Mil,1000,4
3808,Arachide,250,0.5
3808,Mil,50,1.5
3808,Niebe,100,0.5
3809,Arachide,100,0.5
3809,Riz,150,0.5
3810,Arachide,4000,4
3811,Arachide,1200,1
3811,Mil,1300,3
3812,Arachide,375,0.5
3812,Fonio,250,0.25
3812,Mais,400,0.5
3813,Arachide,1000,2
3813,Mil,1000,2
3813,Sorgho,150,1
3813,Sesame,300,1
3814,Mais,450,0.5
3814,Sorgho,275,0.25
3815,Riz,1600,2
3817,Arachide,2900,4
3817,Mais,250,1
3817,Mil,1500,3
3818,Riz,1958,0.230210006
3819,Arachide,650,1
3819,Mil,800,1
3819,Niebe,80,1
3820,Arachide,70,0.600000024
3820,Mil,200,1.799999952
3821,Arachide,600,1
3821,Mil,1500,2
3821,Niebe,200,0.5
3821,Sorgho,100,0.5
3822,Riz,1053,0.923080027
3823,Arachide,300,1
3823,Mil,300,1
3824,Arachide,1700,3
3824,Mil,500,1
3825,Riz,1100,0.200000003
3826,Arachide,150,0.5
3826,Mais,250,0.5
3826,Mil,600,1.5
3827,Mais,280,0.200000003
3828,Mil,550,0.834800005
3828,Niebe,100,0.334800005
3828,Sorgho,560,1
3829,Mais,500,1.5
3829,Riz,400,1.25
3830,Mil,25,1
3831,Riz,350,0.301699996
3832,Arachide,200,0.200000003
3832,Mais,600,0.5
3833,Arachide,660,1
3833,Mais,530,1.25
3833,Sorgho,475,0.75
3834,Arachide,500,1
3834,Mais,600,1
3834,Riz,1000,1
3835,Riz,1400,0.5
3835,Sorgho,150,0.210800007
3836,Arachide,650,1.5
3836,Mil,600,1.5
3836,Niebe,50,1
3837,Arachide,600,0.57069999
3837,Mais,150,0.50880003
3837,Sorgho,350,0.485799998
3838,Arachide,900,2
3838,Mil,850,2
3838,Niebe,108,1
3839,Arachide,400,3
3839,Mil,1500,7
3839,Niebe,50,2
3840,Arachide,100,0.5
3840,Mil,200,0.899999976
3841,Arachide,1500,3
3841,Mais,50,1
3841,Mil,400,2
3842,Arachide,750,1
3842,Mais,700,1
3842,Mil,700,1
3843,Mais,1000,1
3843,Sorgho,950,1
3844,Mil,700,1.5
3845,Arachide,100,1
3845,Mil,50,0.699999988
3845,Niebe,200,2
3846,Arachide,960,3.599999905
3846,Mil,1000,3.700000048
3846,Niebe,90,0.600000024
3847,Arachide,420,2.165299892
3847,Manioc,0,1.407699943
3847,Mil,1000,1.885599971
3848,Arachide,210,1.5
3848,Manioc,1050,1
3849,Arachide,250,2
3849,Mais,180,1
3849,Mil,300,2
3850,Arachide,2000,5
3850,Mais,1000,1.5
3850,Mil,2500,5
3851,Arachide,850,1
3851,Mais,750,1
3851,Riz,1000,1
3852,Riz,3500,1
3853,Arachide,300,1
3853,Mais,50,1
3853,Mil,200,1
3853,Sorgho,100,1
3853,Sesame,300,1
3854,Mais,400,1
3854,Mil,200,1
3855,Sorgho,100,0.5
3857,Arachide,3300,10
3857,Mil,600,3
3858,Arachide,1000,5
3858,Mil,350,3
3858,Niebe,80,1
3859,Arachide,600,4
3859,Mil,1200,3
3859,Niebe,200,2
3860,Arachide,750,4
3860,Mil,600,2
3860,Niebe,150,1
3861,Mil,750,1.5
3862,Arachide,1000,2
3862,Mil,900,1.5
3862,Riz,500,1
3863,Arachide,100,1
3863,Mais,0,0.5
3863,Niebe,300,0.300000012
3864,Arachide,1500,5
3864,Mil,500,10
3864,Niebe,750,5
3865,Arachide,200,1
3865,Coton,800,1.5
3865,Mais,567,0.75
3865,Sorgho,400,1.75
3866,Mil,650,1.5
3867,Arachide,500,3
3867,Sesame,100,1
3868,Mil,600,1
3868,Niebe,200,1
3869,Arachide,1250,2
3869,Mil,550,2
3870,Mil,1200,4
3871,Arachide,250,0.200000003
3871,Riz,100,0.125
3872,Mais,1000,1
3872,Sorgho,3500,1.5
3873,Arachide,2000,5
3873,Mais,600,1
3873,Mil,4000,5
3874,Arachide,1000,8
3874,Mil,1200,2
3874,Pasteque,2000,1
3875,Arachide,4500,5
3875,Mais,600,2
3875,Mil,1050,4
3876,Arachide,875,1
3876,Riz,900,0.5
3877,Mais,600,1
3877,Riz,350,1
3878,Niebe,350,0.75
3878,Riz,450,1
3878,Sorgho,400,1
3879,Mais,350,2
3879,Mil,400,3
3880,Arachide,150,3
3880,Mil,50,2
3881,Arachide,400,0.25
3881,Mais,307,0.25
3881,Sorgho,270,0.5
3882,Arachide,600,1
3882,Mais,200,1
3882,Mil,100,0.5
3882,Sorgho,50,0.5
3883,Arachide,300,1
3883,Riz,500,1
3884,Arachide,3000,12
3884,Sorgho,100,2
3885,Arachide,400,2
3885,Mais,0,1
3885,Mil,300,2
3886,Mais,4150,7
3886,Mil,3000,5
3886,Sorgho,600,2
3887,Arachide,700,1
3887,Mil,900,1
3888,Arachide,910,2.5
3888,Mais,450,1.5
3888,Mil,2500,3
3889,Arachide,700,1.5
3889,Mil,900,1.5
3889,Niebe,55,1
3890,Arachide,475,1
3890,Mais,500,0.75
3890,Sorgho,570,1
3891,Riz,850,0.883099973
3892,Mais,120,1
3893,Arachide,800,0.5
3893,Sorgho,900,1
3894,Arachide,10500,1
3895,Niebe,142,1
3896,Mil,100,1
3896,Niebe,100,1
3897,Arachide,600,2
3897,Mil,750,2
3897,Niebe,90,0.5
3898,Mais,1500,2
3899,Arachide,1000,1
3899,Mais,1000,1
3899,Mil,800,2
3900,Riz,240,0.200000003
3901,Arachide,1500,2
3901,Riz,150,1
3902,Arachide,1000,1
3902,Niebe,0,1
3902,Pasteque,1000,1
3903,Arachide,555,0.75
3903,Mais,750,1.25
3903,Mil,575,0.75
3904,Niebe,0,0.5
3905,Arachide,200,0.25
3905,Mais,450,0.200000003
3905,Sorgho,750,0.5
3906,Arachide,2250,6
3906,Mais,600,2
3906,Mil,2400,8
3907,Arachide,456,0.64200002
3907,Sorgho,257,0.334500015
3908,Arachide,2500,2.885499954
3908,Mil,1500,2.555399895
3909,Riz,4800,1
3910,Arachide,1500,3
3910,Mil,2500,2
3910,Niebe,250,3
3911,Arachide,600,0.5
3911,Mil,1500,1
3911,Niebe,300,0.5
3912,Niebe,0,0.150000006
3913,Arachide,1500,3
3913,Mil,2000,2.599999905
3913,Niebe,400,0.600000024
3914,Arachide,3000,2
3914,Mil,2460,4
3914,Niebe,500,1
3915,Mais,440,1
3915,Mil,120,1
3917,Arachide,400,2.880000114
3917,Mil,400,0.769999981
3918,Arachide,200,1
3918,Mil,100,1
3919,Arachide,900,2
3919,Mais,900,1.5
3919,Mil,1000,2
3920,Arachide,600,1.75
3920,Mais,625,1.5
3921,Mais,250,0.5
3921,Mil,300,0.5
3922,Arachide,500,2
3922,Mil,800,3.5
3922,Sorgho,100,0.699999988
3923,Arachide,960,3
3923,Mil,2000,4
3923,Niebe,1000,3
3924,Mil,1050,0.5
3925,Arachide,100,0.5
3925,Mil,800,1.700000048
3926,Arachide,50,0.349999994
3928,Mil,700,8
3928,Niebe,100,1
3929,Mais,100,1
3929,Mil,100,1
3929,Sorgho,30,1
3930,Arachide,600,1
3930,Mil,500,1
3931,Mais,950,1
3931,Riz,1500,1
3932,Arachide,500,2
3933,Arachide,1200,1
3933,Mais,2500,2
3934,Niebe,18,0.219999999
3935,Arachide,500,2
3935,Mil,1000,3
3935,Niebe,100,1
3936,Arachide,550,0.800000012
3936,Mil,1000,0.800000012
3936,Niebe,300,0.600000024
3937,Arachide,1200,1
3938,Chou,450,0.300000012
3939,Riz,1250,0.5
3940,Arachide,300,0.899999976
3940,Mil,200,1
3941,Arachide,0,3
3941,Mil,1100,3
3942,Mil,500,3
3943,Arachide,1050,1
3943,Mil,300,2
3944,Niebe,200,2
3945,Arachide,80,1
3945,Mil,1049,2
3945,Niebe,60,0.5
3945,Sorgho,100,0.5
3946,Riz,240,0.200000003
3947,Mais,50,1
3947,Mil,50,1
3948,Arachide,300,1
3948,Mil,200,1
3948,Sorgho,150,1
3949,Arachide,1000,2
3949,Mais,450,2
3949,Riz,355,1
3950,Arachide,3100,3
3950,Mais,450,2
3950,Mil,4100,4
3951,Arachide,1700,2.5
3951,Mais,1100,1.200000048
3951,Mil,5000,12
3952,Riz,762,0.668030024
3953,Arachide,2800,4
3953,Mais,9000,3
3953,Mil,3000,5
3953,Niebe,200,1
3953,Pasteque,30000,1
3953,Sorgho,5000,6
3954,Arachide,300,0.460000008
3954,Mais,0,0.209999993
3954,Riz,110,0.75
3954,Sorgho,75,0.379999995
3955,Arachide,150,0.224999994
3955,Mil,300,0.5625
3956,Arachide,375,0.5
3956,Fonio,450,0.720000029
3957,Arachide,1000,3
3957,Mil,1000,3
3958,Mais,500,0.5
3958,Riz,650,1
3959,Sorgho,100,0.200000003
3960,Arachide,2000,4
3960,Mais,900,3
3960,Mil,1500,4
3960,Sorgho,1200,3
3961,Mais,500,0.5
3961,Sorgho,300,0.400000006
3962,Arachide,1000,1
3962,Mais,0,0.5
3963,Arachide,250,2.5
3964,Riz,25,0.015
3965,Sorgho,0,0.349999994
3966,Arachide,480,1
3966,Mil,500,1.5
3967,Sorgho,100,0.400000006
3968,Arachide,500,0.25
3968,Niebe,100,0.100000001
3968,Riz,1000,1.200000048
3969,Arachide,40,0.600000024
3969,Mil,200,3.700000048
3970,Arachide,3000,2
3970,Mais,1000,1
3970,Mil,1000,2
